ma,cons_bars,cons_range,drop_thresh,take_profit,stop_loss,trades,win_rate,total_profit,avg_profit,max_dd,profit_factor,sl_rate
25,4,3.0,2.0,7.0,3.0,651,30.87557603686636,51.73697978237811,0.07947308722331506,99.99999999999999,1.0383236887276874,69.12442396313364
50,12,4.0,2.0,7.0,3.0,451,31.263858093126384,51.36466400506987,0.11389060755004406,65.00000000000004,1.055230821510828,68.73614190687361
100,12,3.0,3.0,7.0,3.0,83,36.144578313253014,51.000000000000085,0.6144578313253022,27.00000000000003,1.3207547169811322,63.85542168674698
100,12,4.0,2.0,5.0,3.0,367,39.23705722070845,51.000000000000036,0.13896457765667586,71.0000000000001,1.0762331838565022,60.76294277929155
100,12,4.0,3.0,7.0,2.0,132,26.515151515151516,51.000000000000014,0.38636363636363646,24.000000000000014,1.262886597938144,73.48484848484848
100,8,3.0,2.0,7.0,1.5,425,19.058823529411764,50.9999999999999,0.11999999999999976,60.99999999999996,1.0988372093023253,80.94117647058823
50,4,2.0,2.0,3.0,1.5,676,35.05917159763314,50.142734625663024,0.07417564293737133,31.500000000000036,1.0761469014816447,64.94082840236686
50,12,4.0,3.0,7.0,2.0,200,25.0,49.99999999999992,0.2499999999999996,42.000000000000114,1.1666666666666663,75.0
25,8,4.0,2.0,3.0,3.0,943,50.90137857900318,49.736979782377894,0.05274335077664676,69.00000000000014,1.0358077608224463,49.09862142099682
25,8,4.0,3.0,3.0,1.5,507,35.50295857988166,49.500000000000014,0.09763313609467458,25.50000000000003,1.1009174311926604,64.49704142011834
50,8,4.0,2.0,3.0,3.0,609,51.39573070607554,49.364664005069876,0.0810585615846796,74.99999999999996,1.055590837843547,48.60426929392447
25,4,3.0,3.0,3.0,2.0,498,41.967871485943775,49.0,0.09839357429718876,28.00000000000005,1.0847750865051902,58.032128514056225
25,8,4.0,3.0,7.0,2.0,412,23.54368932038835,48.99999999999999,0.11893203883495145,86.00000000000004,1.0777777777777777,76.45631067961165
50,8,3.0,3.0,7.0,2.0,178,25.280898876404496,48.999999999999936,0.2752808988764041,41.0000000000001,1.184210526315789,74.71910112359551
50,8,2.0,2.0,5.0,1.5,437,24.94279176201373,48.6427346256631,0.11131060555071648,32.50000000000005,1.0988673468001282,75.05720823798627
25,4,4.0,3.0,3.0,1.5,568,35.2112676056338,48.00000000000005,0.08450704225352121,30.000000000000043,1.0869565217391306,64.7887323943662
25,12,4.0,3.0,3.0,1.5,430,35.81395348837209,47.99999999999998,0.11162790697674414,34.500000000000014,1.115942028985507,64.18604651162791
50,12,4.0,3.0,3.0,2.0,216,44.44444444444444,47.99999999999997,0.2222222222222221,22.00000000000005,1.1999999999999997,55.55555555555556
100,4,3.0,2.0,7.0,1.5,478,18.828451882845187,47.99999999999983,0.10041841004184064,72.00000000000001,1.0824742268041232,81.17154811715481
25,12,2.0,3.0,7.0,1.5,76,25.0,47.50000000000007,0.6250000000000009,18.499999999999996,1.5555555555555562,75.0
50,8,3.0,3.0,7.0,3.0,171,32.748538011695906,47.00000000000013,0.2748538011695914,43.00000000000003,1.1362318840579713,67.2514619883041
25,8,4.0,3.0,7.0,3.0,371,31.266846361185983,47.000000000000114,0.12668463611859868,83.00000000000006,1.061437908496732,68.73315363881402
100,4,3.0,2.0,7.0,2.0,431,23.4338747099768,46.99999999999986,0.10904872389791151,90.00000000000014,1.071212121212121,76.5661252900232
25,8,4.0,2.0,5.0,3.0,762,38.320209973753286,46.736979782378214,0.06133461913697928,119.00000000000003,1.0331467941718995,61.679790026246714
25,12,3.0,3.0,3.0,1.5,281,37.01067615658363,46.5,0.16548042704626334,21.000000000000007,1.175141242937853,62.989323843416365
50,12,4.0,2.0,7.0,2.0,550,23.272727272727273,46.36466400506982,0.08429938910012695,70.00000000000006,1.0549344360249642,76.72727272727272
25,8,3.0,3.0,3.0,2.0,390,42.30769230769231,44.99999999999999,0.11538461538461536,30.000000000000068,1.0999999999999999,57.692307692307686
50,12,3.0,3.0,7.0,2.0,108,26.851851851851855,44.99999999999998,0.41666666666666646,26.000000000000036,1.2848101265822782,73.14814814814815
25,8,4.0,3.0,5.0,1.5,473,24.52431289640592,44.500000000000206,0.09408033826638522,75.99999999999993,1.0830999066293188,75.47568710359408
25,4,4.0,3.0,7.0,1.5,492,18.69918699186992,44.0000000000001,0.0894308943089433,75.49999999999994,1.0733333333333335,81.30081300813008
100,12,3.0,2.0,5.0,3.0,316,39.24050632911392,44.000000000000014,0.13924050632911397,68.00000000000007,1.0763888888888888,60.75949367088608
100,12,3.0,2.0,7.0,1.5,373,19.034852546916888,43.99999999999988,0.11796246648793533,50.0,1.0971302428256067,80.9651474530831
100,8,4.0,2.0,7.0,2.0,428,23.364485981308412,43.99999999999986,0.10280373831775667,83.00000000000017,1.0670731707317072,76.63551401869158
